,song_name,song_popularity,song_duration_ms,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,audio_mode,speechiness,tempo,time_signature,audio_valence,revenue
16938,Get Away,21,196081,0.00852,0.745,0.717,1.73E-06,5,0.238,-6.112,1,0.0603,111.094,4,0.7,98529
16939,I'm A Long Gone Daddy,28,169706,0.814,0.554,0.368,0,9,0.241,-11.351,1,0.0352,143.693,4,0.902,8382
16940,"Lay, Lady, Lay",60,197093,0.356,0.52,0.179,0.00344,11,0.131,-21.976,0,0.0454,155.746,4,0.407,4042
16941,when the party's over,78,199931,0.979,0.498,0.104,7.86E-05,1,0.0895,-14.08,0,0.0621,124.001,3,0.205,6220
16942,Sk8er Boi,74,204000,6.79E-05,0.487,0.9,0,0,0.358,-4.417,1,0.0482,149.937,4,0.484,2613
16943,Young Blood,69,246600,5.63E-05,0.579,0.865,0.000221,6,0.649,-4.692,1,0.0302,104.99,4,0.358,4972
16944,Swing Into It,32,210771,0.00276,0.618,0.508,0.231,7,0.0679,-5.747,1,0.119,103.816,4,0.77,63198
16945,Home Alone,40,138500,0.993,0.498,0.0506,0.0092,1,0.101,-20.634,1,0.0395,119.287,4,0.0796,81525
16946,Maria's Waltz,65,139318,0.938,0.812,0.0815,0.156,11,0.0896,-20.883,0,0.0594,62.015,3,0.147,5617
16947,You And Me,60,160813,0.946,0.577,0.178,1.01E-05,5,0.122,-7.811,1,0.0332,112.985,4,0.261,2466
16948,Let Me Love You,45,205946,0.0784,0.476,0.718,1.02E-05,8,0.122,-5.309,1,0.0576,199.864,4,0.142,56199
16949,Back To Black,81,240440,0.123,0.49,0.725,2.68E-05,10,0.0983,-3.304,1,0.0392,123.28,4,0.335,20794
16950,Been There Done That (feat. Tove Styrke),74,197112,0.00954,0.496,0.793,0,5,0.325,-6.122,1,0.297,191.928,4,0.62,7755
16951,Sedona,69,239880,0.0372,0.396,0.677,0.000137,3,0.112,-7.513,1,0.0354,135.177,4,0.249,3065
16952,Big Fish,69,198133,0.484,0.898,0.547,1.04E-05,3,0.37,-5.707,0,0.313,100.01,4,0.763,3889
16953,Think About Me,70,246240,0.0607,0.547,0.294,0.786,7,0.0933,-10.202,1,0.0482,105.027,4,0.11,8687
16954,Bad Romance,28,294640,0.00264,0.695,0.919,4.10E-05,0,0.062,-3.769,1,0.0381,119.002,4,0.717,9620
16955,The Joke - Bayonne Remix,41,267111,0.583,0.607,0.886,0.946,5,0.0894,-5.395,1,0.0289,140.029,4,0.806,5699
16956,Out From Under You,50,200890,0.0236,0.591,0.691,0,8,0.274,-4.891,1,0.0307,95.999,4,0.209,2496
16957,Better Without You,60,174429,0.21,0.57,0.725,0,5,0.225,-6.765,0,0.273,111.625,5,0.683,3855
16958,Bandera Blanca,26,313760,0.347,0.456,0.755,0,5,0.605,-5.642,1,0.0608,143.489,4,0.312,32887
16959,Oh Sherrie,36,228800,0.312,0.577,0.665,8.89E-05,5,0.138,-5.572,1,0.0285,101.807,4,0.305,6856
16960,Babalao,28,268840,0.284,0.73,0.664,0.188,0,0.0499,-9.069,1,0.0374,94.014,4,0.681,61905
16961,repercussions,43,207613,0.0349,0.67,0.586,0.000972,7,0.0977,-6.041,1,0.033,101.057,4,0.452,19194
16962,PPP,84,129039,0.363,0.786,0.65,8.17E-05,4,0.122,-6.839,1,0.109,92.975,4,0.712,70451
16963,Cruise,25,100026,0.298,0.584,0.805,0,11,0.103,-4.057,1,0.109,74.938,4,0.89,3213
16964,Thinking Out Loud,86,281560,0.474,0.781,0.445,0,2,0.184,-6.061,1,0.0295,78.998,4,0.591,38660
16965,I Love You a Thousand Ways,21,163000,0.642,0.675,0.312,0,4,0.0898,-9.351,1,0.0316,127.179,4,0.644,9409
16966,High On Life (feat. Bonn),89,230761,0.0129,0.414,0.486,0,6,0.111,-6.431,0,0.0311,128.038,4,0.368,9962
16967,Mess,53,188493,9.10E-06,0.426,0.922,0.73,1,0.0841,-4.373,1,0.072,180.03,4,0.687,18681
16968,Lucky You (feat. Joyner Lucas),96,244679,0.0627,0.876,0.786,0,10,0.127,-4.884,0,0.306,153.068,4,0.575,63389
16969,"Me, Myself & I",80,251466,0.0186,0.757,0.672,0,0,0.158,-6.524,0,0.0955,111.996,4,0.382,4063
16970,I'm Shipping Up To Boston,11,153600,0.000706,0.452,0.928,0.000637,2,0.226,-3.133,1,0.079,129.188,4,0.6,4745
16971,Blue Bayou,63,239399,0.739,0.732,0.161,0.000379,11,0.105,-12.817,1,0.0306,95.21,4,0.5,8431
16972,Pam Pam,69,227280,0.119,0.879,0.689,0,10,0.249,-6.43,1,0.108,95.034,4,0.736,36790
16973,Itchycoo Park,49,172746,0.395,0.601,0.596,2.34E-06,9,0.451,-8.029,1,0.0734,128.168,4,0.503,5243
16974,6:30,74,213000,0.149,0.757,0.579,0,1,0.0543,-3.827,0,0.0809,99.968,4,0.56,8445
16975,Déjate Querer,24,281960,0.322,0.758,0.847,0,11,0.128,-7.491,1,0.0346,114.472,4,0.909,3436
16976,Nadie Como Ella,48,296026,0.674,0.621,0.771,0,8,0.114,-6.128,1,0.0379,93.254,4,0.886,3679
16977,More I See,61,243733,0.224,0.473,0.46,0.403,4,0.0802,-10.936,1,0.0263,141.011,4,0.428,53640
16978,We Run Tingz,37,154285,0.306,0.521,0.937,0,1,0.17,-1.339,1,0.309,139.917,4,0.548,4540
16979,Video Killed The Radio Star - Single Version,25,197906,0.0862,0.742,0.788,0.00768,1,0.292,-10.803,1,0.0669,130.849,4,0.514,5056
16980,TAXI,41,221333,0.854,0.439,0.403,3.46E-06,5,0.376,-11.523,1,0.422,87.437,4,0.376,6604
16981,All To Myself,72,169612,0.23,0.651,0.782,0,1,0.139,-4.622,1,0.0303,94.94,4,0.619,4542
16982,Lover Is a Day,32,456000,0.0454,0.398,0.646,0.206,3,0.101,-10.457,1,0.0412,179.853,4,0.353,6353
16983,Get Dripped (feat. Playboi Carti),0,158769,0.0987,0.955,0.492,0,8,0.417,-8.444,1,0.395,130.062,4,0.904,4387
16984,Empty Space,39,214226,0.215,0.404,0.531,0,1,0.0521,-4.328,1,0.103,164.848,4,0.321,6704
16985,1017 (feat. Gucci Mane & Yung Mal),36,243252,0.466,0.813,0.593,0,1,0.185,-8.604,1,0.176,74.982,4,0.626,3478
16986,Head Held High,68,214880,0.00818,0.527,0.941,2.37E-06,6,0.397,-3.376,1,0.0551,94.056,4,0.44,24669
16987,Bright Lit Blue Skies,43,144973,0.0855,0.279,0.838,0.000143,9,0.251,-5.755,0,0.0396,166.592,4,0.725,7442
16988,Can't Hold Us,55,198040,0.0128,0.657,0.852,0,11,0.366,-6.186,0,0.121,143.004,4,0.79,5165
16989,Volver a los Diecisiete,50,250493,0.905,0.617,0.229,0,3,0.102,-11.51,0,0.0463,132.238,3,0.224,7335
16990,HUMBLE.,13,177604,0.000339,0.905,0.596,2.05E-05,1,0.0897,-7.496,0,0.118,149.996,4,0.422,72725
16991,Serene (Scaled Down Version),64,113400,0.992,0.537,0.0332,0.941,2,0.095,-18.741,1,0.0478,165.064,3,0.279,2192
16992,Peggy Sue - Single Version,52,152000,0.907,0.657,0.297,6.70E-06,9,0.129,-15.141,1,0.0324,148.357,4,0.647,7447
16993,Carry on Wayward Son,75,323000,0.00316,0.483,0.786,8.86E-05,7,0.446,-5.735,1,0.0319,126.748,4,0.793,6972
16994,Dream Baby Dream,52,384906,0.00905,0.688,0.716,0.732,1,0.0921,-10.437,0,0.032,144.122,4,0.977,7257
16995,Little Secrets,61,238973,0.00345,0.597,0.786,0,5,0.0909,-4.248,1,0.0419,99.888,4,0.666,68637
16996,Hard To Say I'm Sorry - 2007 Remastered Version,65,221413,0.662,0.561,0.42,2.60E-06,4,0.186,-7.79,1,0.0272,72.319,4,0.27,2695
16997,American Pie,69,516893,0.699,0.531,0.481,0,4,0.0842,-11.709,0,0.06,138.45,4,0.491,3880
16998,Explota Corazón,51,219146,0.0123,0.67,0.868,0.000188,11,0.0721,-8.239,1,0.0316,137.993,4,0.899,2861
16999,Basement,36,260464,0.1,0.667,0.33,0.747,4,0.0854,-6.876,1,0.0312,129.067,4,0.0396,42448
17000,Down by the River,34,304066,0.0115,0.293,0.454,0.517,6,0.0899,-8.413,1,0.0306,103.054,3,0.103,38689
17001,Comerte A Besos - Salsa Version,44,269800,0.372,0.464,0.848,0,11,0.421,-5.214,0,0.0698,97.747,4,0.657,93592
17002,Call the Days,15,212816,0.608,0.44,0.289,0.000748,2,0.13,-11.797,1,0.0311,75.13,4,0.142,2505
17003,Delusions - Larse Mix,55,352025,0.00416,0.797,0.489,0.175,4,0.0472,-11.049,0,0.0721,117.993,4,0.725,6054
17004,Sky Pretty,51,145822,0.929,0.809,0.114,0.907,10,0.101,-10.573,0,0.109,78.98,4,0.145,9958
17005,Let Me Love You,84,205946,0.0771,0.652,0.713,1.02E-05,8,0.144,-5.311,1,0.0368,100.023,4,0.152,4667
17006,GOKU,74,192880,0.228,0.665,0.89,0,1,0.122,-2.39,1,0.197,139.943,4,0.32,4150
17007,What I Got,20,171066,0.0172,0.795,0.706,0.000384,7,0.326,-7.494,1,0.101,95.593,4,0.623,2303
17008,Hello?,65,135016,0.641,0.839,0.473,0.000459,10,0.0939,-7.835,0,0.0607,98.732,4,0.0644,6010
17009,Unbelievable,11,209813,0.000341,0.637,0.849,0.0386,1,0.141,-6.855,1,0.0362,104.074,4,0.936,4765
17010,Hero,71,257733,0.735,0.501,0.378,0,4,0.119,-9.37,1,0.029,119.987,4,0.178,8019
17011,Mi Niña,47,239906,0.347,0.884,0.67,0,10,0.0639,-4.175,0,0.036,130.055,4,0.961,9022
17012,"La Copa de la Vida (La Cancion Oficial de la Copa Mundial, Francia '98) - Spanglish Radio Edit",54,277426,0.0276,0.713,0.938,3.21E-05,5,0.626,-6.032,0,0.0481,126.974,4,0.706,71880
17013,People Change,69,212853,0.884,0.374,0.276,0.0123,7,0.122,-14.945,1,0.0353,80.169,4,0.412,28015
17014,Wake Up in the Sky,92,204664,0.00381,0.8,0.578,0,4,0.359,-5.144,0,0.0485,143.01,4,0.367,86748
17015,Money For Nothing,73,510933,0.0575,0.662,0.644,0.000481,2,0.0645,-9.367,0,0.0394,134.213,4,0.643,8410
17016,Shrike,72,300706,0.464,0.387,0.278,0.00527,7,0.102,-8.454,0,0.0318,153.426,3,0.0632,9695
17017,Out Of Our Heads,59,173071,0.0242,0.672,0.953,0,10,0.0526,-2.82,1,0.105,117.045,4,0.633,4381
17018,Slower,72,172533,0.107,0.687,0.75,3.05E-06,11,0.161,-4.537,1,0.0965,98.987,4,0.911,6170
17019,Mountain Song,55,296704,0.155,0.224,0.464,0.364,4,0.0966,-10.379,1,0.0293,79.627,3,0.0641,62920
17020,Freedom (feat. Jhené Aiko),62,264000,0.144,0.745,0.389,0,4,0.101,-7.803,0,0.038,100.037,4,0.153,95972
17021,This Week,58,187333,0.452,0.942,0.735,5.89E-06,1,0.148,-5.613,0,0.27,134.076,4,0.62,58800
17022,Starships,68,210626,0.135,0.747,0.716,0,11,0.251,-2.457,0,0.075,125.008,4,0.751,32057
17023,El Préstamo,39,219396,0.176,0.794,0.735,0,5,0.118,-3.412,0,0.0757,94.017,4,0.777,7784
17024,Sinking Ship,67,247493,0.95,0.37,0.174,0.0029,4,0.11,-19.316,0,0.0377,92.75,4,0.181,96847
17025,A Six Pack To Go,32,129360,0.489,0.67,0.413,0.00251,9,0.119,-14.734,1,0.18,165.823,4,0.593,6291
17026,Toxic,60,198813,0.0279,0.774,0.847,0.0183,5,0.241,-3.925,0,0.121,143.011,4,0.923,5266
17027,GOLD,72,266000,0.0716,0.808,0.647,0.000466,11,0.205,-6.947,0,0.166,110.036,4,0.29,9329
17028,Got the Feeling,70,178911,0.0776,0.677,0.819,5.61E-05,0,0.0756,-3.654,0,0.0304,124.01,4,0.529,5853
17029,ADORABLE,45,209007,0.392,0.607,0.715,0,10,0.375,-4.741,1,0.2,179.982,4,0.741,4273
17030,Riff Off: Mickey/Like A Virgin/Hit Me With Your Best Shot/S&M/Let’s Talk About Sex/I’ll Make Love To You/Feels Like The First Time/No Diggity,58,223840,0.576,0.577,0.499,0,3,0.101,-5.586,0,0.355,125.492,4,0.706,8642
17031,Cannonball,8,215573,0.00971,0.498,0.685,0.775,3,0.365,-11.795,1,0.0394,112.49,4,0.765,9846
17032,Jackie and Wilson,47,223120,0.0579,0.555,0.727,7.52E-06,6,0.0937,-4.202,1,0.0388,82.142,4,0.739,5332
17033,Don't Worry,44,193422,0.879,0.648,0.165,0.000216,4,0.13,-16.446,1,0.0348,99.585,4,0.435,4294
17034,Obstacle 1,60,251333,5.17E-05,0.377,0.937,0.578,5,0.0676,-4.898,1,0.0649,120.532,4,0.375,6994
17035,K.,62,269000,0.962,0.348,0.226,0.00483,3,0.135,-10.918,1,0.0386,129.251,3,0.173,2032
17036,Llamé Pa' Verte,54,195680,0.0711,0.841,0.808,3.36E-06,10,0.0816,-5.55,1,0.0749,95,4,0.66,36823
17037,Abisko,63,136344,0.966,0.307,0.0825,0.844,10,0.111,-20.958,1,0.0385,138.539,4,0.0421,5427
17038,Lady - Hear Me Tonight,8,307153,0.00793,0.72,0.808,0.0293,6,0.0634,-5.627,1,0.0379,126.041,4,0.869,4709
17039,Historia de un Amor,46,168866,0.717,0.612,0.233,0.000459,7,0.123,-12.989,0,0.112,119.105,4,0.749,7273
17040,Growing Pains,75,193680,0.0822,0.353,0.755,0,1,0.39,-6.276,0,0.733,191.153,4,0.437,7839
17041,Ko Ko Bop,72,190422,0.0319,0.749,0.85,4.81E-05,0,0.0678,-4.346,1,0.0468,145.983,4,0.672,5161
17042,Set Trippin,52,232133,0.435,0.485,0.786,0.000313,11,0.0898,-4.119,0,0.445,80.987,4,0.337,8520
17043,MANTRA,79,233297,0.000477,0.502,0.817,0,0,0.153,-3.508,1,0.0447,90.024,4,0.617,46082
17044,New Patek,90,343099,0.0367,0.85,0.785,0,8,0.155,-4.963,0,0.345,145.063,4,0.718,77469
17045,The Killing Moon,66,346280,0.132,0.522,0.85,0.0338,7,0.295,-4.769,1,0.0361,124.216,4,0.71,2878
17046,So What,62,214520,0.000105,0.531,0.864,2.05E-06,11,0.346,-2.978,1,0.0433,126.02,4,0.401,6189
17047,Emotion,73,190330,0.0125,0.402,0.75,0.00192,0,0.396,-6.607,1,0.0567,146.223,4,0.502,4275
17048,When I'm With Him,64,193946,0.301,0.779,0.846,9.05E-06,1,0.0624,-5.68,1,0.0345,116.01,4,0.757,5257
17049,Daffodils,6,298133,0.0412,0.723,0.539,0.0132,0,0.0343,-8.041,1,0.038,108.946,4,0.283,94900
17050,The Edge Of Glory,62,320586,0.000343,0.581,0.772,0.0191,9,0.11,-6.544,1,0.0401,127.952,4,0.361,5351
17051,Suffer In Silence,35,241606,0.557,0.544,0.548,0.000176,4,0.223,-10.116,0,0.1,77.737,4,0.325,8346
17052,Wherever You Go,6,211764,0.00202,0.56,0.941,3.40E-05,0,0.626,-3.499,1,0.1,92.965,4,0.541,41172
17053,Everybody Walkin' This Land,12,186111,0.842,0.705,0.424,0.00501,7,0.204,-8.459,1,0.0412,96.056,4,0.357,66610
17054,808,49,154921,0.00038,0.73,0.969,0.179,1,0.159,-4.34,1,0.118,127.968,4,0.259,6572
17055,Lost,41,238626,0.00899,0.584,0.81,0.00104,0,0.0789,-6.308,1,0.0308,87.094,4,0.865,3410
17056,Lola's Theme,64,207066,0.00083,0.748,0.845,0.000225,5,0.068,-4.612,0,0.0536,123.925,4,0.659,4194
17057,Rooftop Kiss,60,154840,0.935,0.0833,0.00524,0.91,7,0.0818,-36.281,1,0.0457,70.329,4,0.0361,6394
17058,More Than Words,69,334106,0.468,0.615,0.129,0,6,0.114,-14.892,1,0.0286,91.769,4,0.249,8508
17059,You Don't Know,54,227068,0.138,0.571,0.373,0.000535,5,0.108,-7.77,0,0.0269,103.08,3,0.0762,53384
17060,Honest,46,232135,0.0238,0.419,0.541,0,0,0.103,-5.826,1,0.0388,147.416,4,0.173,54923
17061,Glitter & Gold,67,176146,0.344,0.489,0.637,0,1,0.176,-5.014,1,0.0402,170.157,4,0.345,3948
17062,My Special Angel,40,179293,0.824,0.478,0.29,0,1,0.114,-8.591,1,0.0243,79.111,4,0.375,4774
17063,Save Tonight,59,236040,0.000154,0.548,0.742,3.97E-05,0,0.109,-6.536,1,0.0337,119.496,4,0.583,9387
17064,Started From the Bottom,45,173160,0.0425,0.79,0.531,0,8,0.266,-6.968,1,0.197,86.306,4,0.479,6290
17065,Don't Hurt Me,21,192995,0.107,0.643,0.465,0,8,0.0857,-10.562,1,0.461,126.79,5,0.505,9318
17066,Mine,88,131064,0.0161,0.71,0.789,2.77E-06,4,0.451,-3.874,1,0.0722,142.929,4,0.717,9020
17067,Big Jet Plane,1,239120,0.241,0.762,0.383,0.00676,10,0.126,-8.699,0,0.0277,109.939,4,0.26,92674
17068,Dyslexic Heart,51,271200,0.0391,0.637,0.902,3.57E-06,0,0.128,-5.064,1,0.0292,136.575,4,0.843,7482
17069,Dreamer,57,423061,0.00437,0.736,0.472,0.0205,8,0.103,-10.373,0,0.0431,117.999,4,0.195,6047
17070,Marathon,39,234653,0.165,0.457,0.83,0.907,1,0.356,-9.494,1,0.0466,80.015,4,0.0903,13943
17071,Wishing (If I Had a Photograph of You),56,330426,0.104,0.507,0.803,0.678,1,0.054,-5.176,1,0.0388,120.23,4,0.682,6885
17072,Wake Up in the Sky,92,204664,0.00381,0.8,0.578,0,4,0.359,-5.144,0,0.0485,143.01,4,0.367,46899
17073,The Last Thing On My Mind,43,156160,0.563,0.611,0.412,0,11,0.24,-12.513,1,0.0282,105.811,4,0.713,9372
17074,White Flag,68,240040,0.344,0.509,0.537,7.26E-06,5,0.0805,-6.834,1,0.0383,170.037,4,0.315,3864
17075,Caught Up,4,214368,0.823,0.535,0.216,0.00395,9,0.11,-12.932,1,0.217,171.609,4,0.246,8240
17076,Burn the House Down,62,212373,0.0364,0.454,0.66,0,0,0.181,-4.357,1,0.168,184.353,4,0.568,5491
17077,Dixieland Delight,39,322040,0.242,0.443,0.551,0.000106,2,0.0612,-9.672,1,0.0369,95.745,4,0.545,6701
17078,Gmail,69,216946,0.07,0.763,0.708,0.0106,8,0.13,-6.297,1,0.134,160.035,4,0.732,2485
17079,My Girls,52,340786,0.256,0.508,0.953,0.0445,4,0.929,-6.031,0,0.0806,119.973,4,0.555,7630
17080,Lucky,79,191360,0.296,0.623,0.417,0,0,0.135,-8.699,1,0.0354,130.032,4,0.721,7732
17081,Sweet Dreams (Are Made of This) - Remastered,83,216933,0.227,0.692,0.711,0,0,0.12,-7.498,0,0.0317,125.135,4,0.875,88140
17082,Move Your Feet,22,181826,0.046,0.747,0.904,0.106,9,0.203,-2.623,1,0.0803,118.877,4,0.846,8396
17083,Let Me Love You,80,256733,0.235,0.656,0.578,0,7,0.118,-8.97,0,0.0922,94.514,4,0.556,2354
17084,Miserable At Best,4,316920,0.568,0.499,0.361,0,2,0.0991,-10.771,1,0.0299,134.894,4,0.422,5661
17085,Trust Nobody,5,218986,0.464,0.597,0.65,0,10,0.121,-7.213,1,0.158,78.52,5,0.732,5067
17086,Daddy Yo,55,160293,0.234,0.819,0.839,1.74E-05,6,0.137,-3.663,0,0.0682,98.968,4,0.81,7965
17087,Psychotic Reaction,55,185523,0.000242,0.346,0.75,0.0119,11,0.271,-6.619,1,0.103,165.036,4,0.667,3958
17088,100 Miles and Running (ft. Wale & John Lindahl),78,353453,0.556,0.844,0.935,0,7,0.42,-3.585,1,0.0641,118.999,4,0.958,4384
17089,"One, Two Step",78,203786,0.042,0.944,0.511,0.00107,5,0.0379,-10.96,0,0.161,113.046,4,0.842,7866
17090,Moonlight,96,135090,0.556,0.921,0.537,0.00404,9,0.102,-5.723,0,0.0804,128.009,4,0.711,84362
17091,Girls,64,254620,0.00392,0.657,0.913,0.00149,11,0.466,-4.984,1,0.0528,108.036,4,0.906,48077
17092,I Second That Emotion,49,166453,0.183,0.655,0.649,0,2,0.0969,-8.092,1,0.0331,95.818,4,0.773,5319
17093,Nothing Special,42,117493,0.98,0.556,0.0627,0,7,0.15,-21.722,1,0.206,90.126,4,0.699,36116
17094,Youngblood,90,203417,0.0169,0.596,0.854,0,7,0.124,-5.114,0,0.463,120.274,4,0.152,5174
17095,Olympian,57,211280,0.15,0.853,0.583,2.52E-06,8,0.0864,-4.563,1,0.281,160.026,4,0.365,4131
17096,Summertime Sadness,64,265427,0.0542,0.565,0.654,1.80E-06,1,0.122,-6.826,0,0.0335,111.968,4,0.235,53406
17097,Still Got Time / There's Nothing Holdin' Me Back,59,193513,0.81,0.736,0.281,0,4,0.404,-9.216,0,0.0413,110.846,4,0.582,2872
17098,"Never Recover (Lil Baby & Gunna, Drake)",89,194732,0.0716,0.757,0.69,0,1,0.192,-5.327,0,0.282,132.064,4,0.914,2393
17099,Changes - 2015 Remastered Version,65,217746,0.505,0.547,0.308,0,0,0.109,-11.75,1,0.0377,114.719,4,0.41,4659
17100,You're The One That I Want - From “Grease”,22,167613,0.193,0.739,0.766,7.28E-05,0,0.137,-6.023,1,0.0785,106.6,4,0.862,5869
17101,Dancing On My Own,47,288670,0.0576,0.68,0.864,0.199,6,0.089,-4.761,1,0.0344,117.022,4,0.277,7097
17102,Fantasy,57,246360,0.37,0.693,0.553,0.000248,7,0.148,-6.868,1,0.0375,124.117,4,0.153,3875
17103,Better,44,229320,0.102,0.695,0.586,0.317,0,0.113,-10.315,0,0.0658,98.035,4,0.112,3350
17104,& Down,0,258133,0.0473,0.619,0.629,0.227,1,0.314,-4.109,0,0.33,123.003,4,0.262,91659
17105,Marvin & Chardonnay,56,222866,0.0671,0.613,0.807,0,11,0.322,-2.739,0,0.0382,133.023,4,0.813,9080
17106,Both of Us,43,198152,0.368,0.573,0.742,0.00239,5,0.285,-3.089,1,0.0453,160.108,4,0.33,6869
17107,Better Boat (feat. Mindy Smith),59,224945,0.827,0.574,0.265,2.25E-05,6,0.133,-11.3,1,0.0302,143.808,4,0.394,6835
17108,La Mancha 34,35,239217,0.989,0.313,0.00575,0.793,0,0.127,-27.054,0,0.0471,74.36,3,0.0601,3007
17109,Should Have Been Us,66,198549,0.849,0.695,0.359,0,0,0.102,-7.676,1,0.0535,85.93,4,0.389,6619
17110,Wildwood Flower - Instrumental,33,177866,0.597,0.648,0.449,0.896,0,0.0537,-10.971,1,0.0416,117.197,4,0.974,8199
17111,"Say Hello, Wave Goodbye - 7"" Single Version",11,324000,0.23,0.191,0.525,0,0,0.114,-9.064,1,0.042,205.218,4,0.506,7316
17112,Let's Fall in Love for the Night,7,190348,0.802,0.737,0.408,0,5,0.171,-7.941,1,0.104,127.921,4,0.374,4847
17113,Greek Tragedy,4,209557,0.00257,0.515,0.869,2.01E-06,11,0.21,-4.732,1,0.0672,93.24,4,0.452,3155
17114,Shallow,83,215733,0.382,0.568,0.401,0,7,0.262,-6.341,1,0.0297,95.796,4,0.296,4722
17115,Beautiful Girl,32,207546,0.0187,0.675,0.666,0.692,11,0.112,-6.067,1,0.027,120.558,4,0.434,55890
17116,Tune In,52,164267,0.0211,0.713,0.894,0,5,0.37,-3.48,0,0.0426,96.068,4,0.614,32722
17117,Miau,18,138232,0.0011,0.761,0.421,0.148,10,0.0893,-8.037,0,0.114,80.04,4,0.363,8766
17118,Taking A Walk,80,121680,0.68,0.767,0.538,0,0,0.192,-6.044,0,0.052,81.031,4,0.343,68012
17119,2 MUCH (feat. 24hrs) (feat. 24hrs),67,182400,0.0657,0.642,0.933,1.04E-05,4,0.087,-2.887,0,0.0871,150.039,4,0.158,5597
17120,Feels Like Home,74,219080,0.141,0.749,0.907,0,6,0.108,-3.168,1,0.0638,124.958,4,0.68,4101
17121,Guallando,54,206853,0.0495,0.677,0.884,0,7,0.436,-8.725,1,0.0721,149.912,4,0.93,6711
17122,Wishes,51,253773,0.144,0.247,0.543,3.13E-06,2,0.117,-7.087,1,0.0422,73.005,4,0.153,8123
17123,Rainbow in the Dark,61,256933,0.000692,0.512,0.947,0.114,9,0.0283,-5.659,0,0.0401,117.461,4,0.612,2608
17124,I Like It Like That,36,265080,0.68,0.596,0.7,0.000277,5,0.623,-4.911,0,0.0323,133.45,4,0.926,2898
17125,Billie Jean,84,293826,0.0236,0.92,0.654,0.0158,11,0.0359,-3.051,0,0.0401,117.046,4,0.847,8033
17126,Moving On,39,169830,0.384,0.679,0.562,0,9,0.12,-5.57,0,0.0382,140.046,4,0.183,19792
17127,Nevermind,90,156600,0.156,0.592,0.691,9.78E-06,3,0.418,-8.354,1,0.196,99.976,4,0.0796,87020
17128,A Horse with No Name,77,252239,0.686,0.654,0.506,0.0155,11,0.155,-17.18,0,0.0535,123.179,4,0.831,7039
17129,No Stylist,91,192172,0.0215,0.765,0.704,0,5,0.227,-4.589,0,0.127,147.055,4,0.498,4210
17130,Empty Space,39,214226,0.215,0.404,0.531,0,1,0.0521,-4.328,1,0.103,164.848,4,0.321,7586
17131,No Me Platiques Mas,1,192967,0.695,0.245,0.355,0,8,0.125,-13.039,1,0.0427,85.56,4,0.398,9434
17132,How I Could Just Kill a Man,56,252240,0.000722,0.769,0.675,0.000149,6,0.0904,-13.326,1,0.0724,101.884,4,0.803,5458
17133,Love Is Stronger Than Pride,59,258026,0.766,0.566,0.335,0.000366,4,0.0824,-12.417,0,0.0293,87.617,4,0.317,50713
17134,Down Under,76,220866,0.0485,0.746,0.79,0.0261,11,0.0534,-4.7,0,0.0257,107.231,4,0.891,4381
17135,Hypnotize,53,177462,0.00282,0.197,0.278,0.938,2,0.0999,-18.64,1,0.052,73.71,1,0.0338,5332
17136,Paco,30,139807,0.0944,0.742,0.53,0.919,5,0.156,-8.158,0,0.0492,95.953,4,0.705,76959
17137,Them Changes,57,188385,0.543,0.785,0.546,0.000551,8,0.0929,-8.644,1,0.0644,81.677,4,0.719,9929
17138,Don't Leave Me Alone (feat. Anne-Marie),89,183750,0.118,0.659,0.738,0,4,0.115,-5.072,0,0.0477,127.95,4,0.481,3032
17139,Cola,59,223869,0.0245,0.706,0.74,0.512,6,0.135,-7.904,1,0.0325,122.007,3,0.444,23829
17140,Gripped UP,40,177025,0.00481,0.831,0.782,0,1,0.332,-3.108,1,0.235,82.148,4,0.361,7073
17141,Turntable,69,196173,0.811,0.603,0.575,0.00183,0,0.12,-10.325,1,0.0285,95.116,1,0.673,44713
17142,For You (Fifty Shades Freed) (& Rita Ora),53,244293,0.0184,0.529,0.799,0,2,0.207,-4.616,0,0.0346,113.026,4,0.193,13571
17143,when the party's over,78,199931,0.979,0.498,0.104,7.86E-05,1,0.0895,-14.08,0,0.0621,124.001,3,0.205,5500
17144,I Don't Remember Me (Before You),63,192680,0.104,0.614,0.614,3.59E-05,4,0.104,-7.497,0,0.0314,146.03,4,0.598,2659
17145,Want Some More (feat. Mr. Talkbox),23,271221,0.0701,0.789,0.723,0,7,0.659,-3.521,0,0.0827,124.053,4,0.747,16478
17146,Could Be Love,67,163761,0.0303,0.775,0.875,0,4,0.312,-4.593,1,0.042,120.989,4,0.501,59258
17147,Shake It Off,73,219200,0.0561,0.648,0.785,0,7,0.148,-5.414,1,0.165,160.02,4,0.943,7616
17148,No Brainer,94,260000,0.0733,0.552,0.76,0,0,0.0865,-4.706,1,0.342,135.702,5,0.639,4033
17149,Por Mi Timidez,0,281600,0.372,0.754,0.495,4.91E-05,7,0.0882,-4.982,1,0.0457,136.212,4,0.741,2033
17150,Juguete De Nadie,51,305440,0.504,0.761,0.737,0,5,0.0479,-9.35,1,0.0374,94.219,4,0.915,40152
17151,Crazy Shit (feat. Lil Xan),52,133880,0.0842,0.927,0.789,0,8,0.0751,-4.762,1,0.163,143.029,4,0.965,63619
